cliente_id,ciudad,plan,tipo_contrato,metodo_pago,antiguedad_meses,cargo_mensual,cargo_total,llamadas_soporte,tiene_fibra,satisfaccion,fecha_alta,pais,abandono
CLI-002056,Barranquilla,Estándar,Mes a mes,Tarjeta,27,62.39,1634.03,2,1,6.6,2021-07-07,Colombia,Sí
CLI-002366,Bogotá,Básico,Dos años,Transferencia,7,63.6,,1,0,6.6,2019-08-02,Colombia,No
CLI-000031,Barranquilla,,Mes a mes,Efectivo,32,54.59,1885.71,1,0,7.5,2020-12-15,Colombia,No
CLI-001079,Bogotá,Estándar,Un año,Débito automático,30,85.36,2408.07,1,0,3.6,2019-05-09,Colombia,No
CLI-001103,Barranquilla,Básico,Un año,Débito automático,66,103.2,6543.72,2,0,5.3,2019-06-16,Colombia,No
CLI-001225,Bucaramanga,Estándar,Mes a mes,Efectivo,30,32.86,1013.26,0,0,6.3,2019-10-04,Colombia,No
CLI-000119,Bogotá,Estándar,Mes a mes,Débito automático,18,18.0,329.58,2,1,10.0,2019-09-30,Colombia,No
CLI-000714,Bogotá,Básico,Mes a mes,Débito automático,55,39.58,2336.18,1,1,7.3,2021-05-13,Colombia,No
CLI-001189,Barranquilla,Premium,Un año,Transferencia,41,77.28,3211.75,2,1,9.8,2020-05-08,Colombia,No
CLI-001544,Cali,Básico,Mes a mes,Efectivo,41,31.3,1293.04,2,1,4.7,2020-11-19,Colombia,No
CLI-000315,Medellín,Básico,Dos años,Tarjeta,18,97.99,1883.59,1,1,6.5,2023-01-27,Colombia,No
CLI-002697,Medellín,Estándar,Un año,Tarjeta,10,79.03,815.04,3,1,7.1,2022-05-21,Colombia,Sí
CLI-000548,Medellín,Básico,Un año,Débito automático,42,42.23,,2,0,5.1,2021-10-12,Colombia,No
CLI-001030,Barranquilla,Básico,Dos años,Efectivo,24,69.94,1539.39,2,0,9.2,2019-08-18,Colombia,No
CLI-001403,Cali,Básico,Mes a mes,Transferencia,22,50.41,1067.12,2,1,,2020-02-21,Colombia,Sí
CLI-002440,Bogotá,Premium,Dos años,Tarjeta,5,78.03,420.84,1,1,5.8,2023-04-25,Colombia,No
CLI-000297,Medellín,Básico,Mes a mes,Débito automático,61,112.75,7441.85,1,1,5.4,2021-08-12,Colombia,No
CLI-000878,Bogotá,Estándar,Dos años,Efectivo,53,90.86,4444.52,1,0,8.0,2023-01-21,Colombia,No
CLI-000561,Medellín,Básico,Mes a mes,Efectivo,39,70.37,2860.62,0,1,9.0,2020-08-21,Colombia,No
CLI-002310,Bogotá,Básico,Dos años,Tarjeta,38,88.76,3466.81,0,0,3.7,2021-09-21,Colombia,No
CLI-001385,Bogotá,Estándar,Un año,Débito automático,28,53.39,1506.75,0,1,,2020-02-08,Colombia,No
CLI-002699,Bucaramanga,Básico,Un año,Tarjeta,10,96.31,1052.91,1,0,6.9,2023-03-23,Colombia,No
CLI-000260,Barranquilla,Básico,Un año,Efectivo,42,36.54,1666.33,0,0,2.7,2019-03-15,Colombia,Sí
CLI-001243,Bogotá,Básico,Un año,Débito automático,69,90.88,6591.93,2,1,7.4,2020-09-28,Colombia,No
CLI-001099,Bogotá,Premium,Mes a mes,Débito automático,3,105.88,,0,1,5.8,2021-02-11,Colombia,No
CLI-001752,Bogotá,Estándar,Mes a mes,Débito automático,64,68.46,4486.52,1,0,5.6,2019-06-06,Colombia,No
CLI-000080,Bogotá,Básico,Mes a mes,Efectivo,48,107.91,4815.48,1,1,7.4,2022-08-12,Colombia,Sí
CLI-000965,Bogotá,Premium,Mes a mes,Transferencia,68,72.52,4712.77,1,0,6.8,2023-11-27,Colombia,No
CLI-000581,Bucaramanga,Básico,Mes a mes,Débito automático,7,93.07,622.31,2,0,6.6,2023-04-03,Colombia,Sí
CLI-002555,Bogotá,Básico,Un año,Efectivo,70,74.27,4915.29,4,1,8.9,2020-06-16,Colombia,No
CLI-002658,Barranquilla,Estándar,Mes a mes,Efectivo,20,94.37,1856.87,3,1,2.6,2022-09-19,Colombia,Sí
CLI-002073,Medellín,Estándar,Mes a mes,Tarjeta,29,102.67,3222.78,2,1,10.0,2022-11-10,Colombia,No
CLI-001854,Bogotá,Básico,Dos años,Débito automático,12,73.46,902.87,1,1,10.0,2022-06-30,Colombia,No
CLI-002450,Medellín,Básico,Mes a mes,Débito automático,13,32.58,429.73,2,0,8.7,2023-07-11,Colombia,No
CLI-002629, bogotá ,Básico,Un año,Tarjeta,44,58.97,2831.4,1,0,9.6,2022-05-29,Colombia,No
CLI-002626,Bucaramanga,Estándar,Un año,Tarjeta,42,69.51,3049.97,3,0,10.0,2021-09-17,Colombia,No
CLI-000841,Bucaramanga,Estándar,Mes a mes,Débito automático,21,57.74,1145.73,1,0,5.2,2023-07-02,Colombia,Sí
CLI-001813,Bogotá,Estándar,Mes a mes,,48,65.56,3020.55,2,1,3.0,2021-10-29,Colombia,No
CLI-002679,Barranquilla,,Mes a mes,Débito automático,42,44.77,2043.08,1,1,6.4,2021-06-27,Colombia,No
CLI-001992,Bogotá,Básico,Dos años,Efectivo,32,87.6,2966.37,2,0,6.6,2022-10-21,Colombia,No
CLI-002313,Bogotá,Básico,Mes a mes,Tarjeta,37,80.51,3006.98,2,1,5.7,2023-11-04,Colombia,Sí
CLI-000416,Cali,Estándar,Dos años,Débito automático,49,24.29,1163.14,1,0,10.0,2019-05-10,Colombia,No
CLI-000378,Medellín,Básico,Un año,Efectivo,54,63.53,3104.76,0,0,7.8,2020-05-21,Colombia,No
CLI-000457,Bogotá,Estándar,Mes a mes,Débito automático,11,54.6,595.62,1,0,4.9,2020-09-25,Colombia,Sí
CLI-001226,Bogotá,Básico,Un año,Efectivo,69,73.53,5150.04,2,1,8.6,2020-08-05,Colombia,No
CLI-002652,Bogotá,Básico,Un año,Débito automático,63,83.96,,3,1,8.8,2023-06-08,Colombia,No
CLI-002646,Bogotá,Premium,Dos años,Tarjeta,1,89.39,86.17,0,0,5.3,2023-06-18,Colombia,No
CLI-002583,Medellín,Estándar,Dos años,Tarjeta,21,69.22,1344.56,3,1,,2022-05-18,Colombia,No
CLI-001087,Medellín,Estándar,Mes a mes,Débito automático,57,62.2,3677.22,0,0,6.1,2022-06-17,Colombia,No
CLI-000341,Bogotá,Básico,Mes a mes,Tarjeta,46,69.01,3295.32,2,1,8.5,2020-12-07,Colombia,No
CLI-001071,Bogotá,Estándar,Un año,Efectivo,48,98.71,5117.73,1,0,7.4,2021-07-20,Colombia,No
CLI-002880,Bogotá,Básico,Dos años,Transferencia,70,63.75,4584.33,1,0,5.9,2019-07-15,Colombia,No
CLI-001821,Bogotá,Premium,Un año,Tarjeta,23,113.59,2685.42,2,0,,2020-09-14,Colombia,No
CLI-001796,Barranquilla,Premium,Mes a mes,Efectivo,15,78.55,1068.65,3,1,6.1,2019-08-14,Colombia,Sí
CLI-000387,Bogotá,Básico,Un año,Débito automático,5,70.82,334.63,0,1,8.0,2022-05-03,Colombia,No
CLI-000839,Bogotá,Premium,Mes a mes,Efectivo,2,57.31,108.65,4,1,5.7,2019-02-22,Colombia,Sí
CLI-000191,Bogotá,Estándar,Dos años,Efectivo,49,57.33,2729.3,0,0,7.5,2023-01-01,Colombia,No
CLI-000692,Cali,Básico,Mes a mes,Tarjeta,57,88.29,,3,1,4.9,2022-04-03,Colombia,No
CLI-000445,Bucaramanga,Estándar,Dos años,Débito automático,37,85.48,3097.46,1,1,6.7,2021-10-16,Colombia,No
CLI-000799,Cali,Básico,Mes a mes,Efectivo,23,97.11,2067.17,3,1,6.0,2020-02-13,Colombia,Sí
CLI-001171,Cali,Premium,Mes a mes,Transferencia,45,72.25,3553.8,1,1,5.8,2022-07-09,Colombia,No
CLI-002977,Bogotá,Básico,Dos años,Efectivo,36,59.43,2273.9,1,1,4.4,2020-12-20,Colombia,No
CLI-002463,Medellín,Básico,Mes a mes,Tarjeta,34,42.46,1303.37,2,1,6.6,2019-08-16,Colombia,No
CLI-002757,Bogotá,Estándar,Un año,Transferencia,63,100.24,6253.46,1,0,7.9,2021-04-11,Colombia,No
CLI-000003,Bucaramanga,Básico,Mes a mes,Efectivo,47,48.66,2112.36,1,0,10.0,2021-06-14,Colombia,Sí
CLI-000749,Barranquilla,Básico,Mes a mes,Efectivo,23,85.27,1783.56,2,1,9.5,2020-05-10,Colombia,Sí
CLI-002416,Cali,,Mes a mes,Tarjeta,35,80.04,2963.21,1,1,10.0,2022-11-03,Colombia,No
CLI-001017,Cali,Básico,Un año,Tarjeta,28,19.21,539.82,1,1,8.8,2019-04-01,Colombia,No
CLI-000370,Bogotá,Básico,Mes a mes,Débito automático,55,64.34,3468.58,2,0,8.0,2021-05-07,Colombia,No
CLI-000803,Cali,Estándar,Mes a mes,,37,73.46,2827.64,2,1,6.8,2020-04-27,Colombia,No
CLI-002124,Bucaramanga,Premium,Un año,Débito automático,44,68.46,2821.01,0,0,8.9,2021-03-20,Colombia,No
CLI-002125,Bucaramanga,Premium,Mes a mes,Tarjeta,53,77.73,3994.41,4,1,6.2,2020-03-30,Colombia,No
CLI-002589,Cali,Estándar,Mes a mes,Tarjeta,69,65.57,4859.15,1,0,8.5,2019-08-01,Colombia,No
CLI-002571,Bogotá,Básico,Un año,Débito automático,57,39.39,2457.1,1,1,7.1,2021-04-02,Colombia,No
CLI-002031,Bucaramanga,Estándar,Un año,Débito automático,40,39.69,1696.91,1,1,2.8,2021-01-25,Colombia,No
CLI-001632,Bogotá,Básico,Mes a mes,Tarjeta,64,53.37,3344.94,2,1,10.0,2020-06-26,Colombia,No
CLI-000644,Medellín,Básico,Un año,Débito automático,35,89.3,3300.85,1,0,6.8,2020-11-20,Colombia,No
CLI-002563,Bogotá,Estándar,Un año,Efectivo,48,36.09,1798.71,0,1,5.7,2022-10-10,Colombia,No
CLI-002549,Medellín,Estándar,Dos años,Tarjeta,34,49.05,1702.82,1,0,10.0,2020-08-13,Colombia,No
CLI-002535,Bogotá,Premium,Mes a mes,Débito automático,57,85.05,4646.78,1,0,7.8,2022-08-17,Colombia,No
CLI-001470,Medellín,Básico,Un año,Tarjeta,5,62.21,298.35,3,1,6.2,2020-09-27,Colombia,No
CLI-000946,Bogotá,Premium,Un año,Débito automático,9,28.81,266.5,0,0,4.5,2019-12-24,Colombia,No
CLI-002277,Bogotá,Básico,Mes a mes,Tarjeta,15,57.8,787.67,1,1,,2021-05-01,Colombia,Sí
CLI-000638,Bogotá,Estándar,Mes a mes,Efectivo,22,49.89,1141.7,4,0,9.6,2021-02-17,Colombia,No
CLI-002623,Bogotá,Básico,Mes a mes,Débito automático,8,71.95,548.0,1,1,6.7,2021-01-12,Colombia,Sí
CLI-001123,Medellín,Básico,Mes a mes,Débito automático,20,67.83,1434.99,1,0,,2021-12-27,Colombia,No
CLI-001817,Bogotá,Premium,Mes a mes,Tarjeta,17,94.03,1531.17,0,0,,2019-04-29,Colombia,No
CLI-001793,Cali,Básico,Mes a mes,Tarjeta,25,34.87,906.56,3,0,5.3,2019-02-18,Colombia,No
CLI-001602,Barranquilla,Estándar,Mes a mes,Efectivo,53,74.98,4251.67,1,0,7.4,2019-09-20,Colombia,No
CLI-002032,Cali,Premium,Mes a mes,Tarjeta,13,46.12,611.66,2,1,9.3,2020-05-18,Colombia,No
CLI-001319,Medellín,Estándar,Un año,Transferencia,32,81.64,2679.91,1,0,,2022-12-08,Colombia,Sí
CLI-001574,Bucaramanga,Básico,Un año,Tarjeta,58,78.93,4641.49,1,1,8.0,2022-07-27,Colombia,No
CLI-001101,Bogotá,Estándar,Dos años,Transferencia,35,78.97,2848.91,1,0,7.6,2019-03-25,Colombia,No
CLI-002827,Bogotá,Básico,Mes a mes,Tarjeta,26,52.15,1295.81,0,0,3.3,2023-09-07,Colombia,Sí
CLI-000279,Medellín,Básico,Mes a mes,Débito automático,5,49.51,263.81,3,1,7.8,2022-12-12,Colombia,No
CLI-000663,Cali,Premium,Mes a mes,Transferencia,3,49.77,141.79,1,0,8.2,2023-02-28,Colombia,No
CLI-000152,Medellín,Premium,Mes a mes,Débito automático,20,63.69,1334.31,1,1,5.5,2020-02-08,Colombia,Sí
CLI-001383,Barranquilla,Básico,Mes a mes,Transferencia,25,84.51,2248.8,1,0,8.2,2020-04-07,Colombia,No
CLI-002712,Bogotá,Básico,Un año,Efectivo,2,85.18,156.82,0,0,4.6,2023-03-01,Colombia,Sí
CLI-000747,Medellín,Básico,Mes a mes,Tarjeta,38,58.6,2426.88,0,1,5.2,2019-06-10,Colombia,No
CLI-002604,Medellín,Premium,Dos años,Débito automático,40,54.29,1968.4,1,0,5.2,2020-12-13,Colombia,No
CLI-000685,Medellín,Premium,Mes a mes,Efectivo,13,52.01,673.25,5,0,9.8,2020-09-21,Colombia,Sí
CLI-001716,Cali,Básico,Un año,Débito automático,63,25.97,1556.44,2,0,6.9,2021-06-29,Colombia,No
CLI-001268,Cali,Básico,Mes a mes,Efectivo,27,65.76,1768.21,1,0,8.4,2020-07-12,Colombia,No
CLI-002126,Cali,Premium,Mes a mes,Tarjeta,19,120.81,2144.41,2,1,2.9,2022-03-30,Colombia,Sí
CLI-000427,Bogotá,Básico,Dos años,Tarjeta,62,43.41,2550.33,1,0,8.3,2021-10-05,Colombia,No
CLI-001460,Bogotá,Estándar,Mes a mes,Transferencia,37,92.8,3136.99,1,0,8.2,2020-12-10,Colombia,Sí
CLI-002261,Medellín,Básico,Mes a mes,Efectivo,2,71.16,138.46,0,1,8.4,2021-08-18,Colombia,No
CLI-000620,Medellín,Básico,Mes a mes,Tarjeta,10,47.12,447.69,1,1,7.3,2023-02-26,Colombia,No
CLI-000143,Bogotá,Básico,Un año,Débito automático,20,101.61,1848.07,2,0,6.8,2020-12-10,Colombia,No
CLI-001773,Barranquilla,Básico,Un año,Débito automático,26,43.12,,1,1,10.0,2022-12-09,Colombia,No
CLI-000717,Medellín,Básico,Mes a mes,Tarjeta,37,82.03,,1,1,6.2,2022-01-11,Colombia,No
CLI-000100,Bogotá,Básico,Mes a mes,Transferencia,10,66.35,599.93,2,1,6.1,2019-07-25,Colombia,No
CLI-001448,Bucaramanga,Estándar,Mes a mes,Tarjeta,69,70.5,,1,0,7.0,2022-12-20,Colombia,No
CLI-000415,Bogotá,Premium,Un año,Débito automático,2,43.39,84.79,1,1,6.9,2021-03-06,Colombia,Sí
CLI-001902,Bogotá,Premium,Mes a mes,Efectivo,38,18.0,654.71,0,1,7.1,2020-03-13,Colombia,No
CLI-002693,Medellín,Básico,Dos años,Débito automático,65,79.4,4676.71,1,0,8.1,2022-06-10,Colombia,No
CLI-000326,Bogotá,Estándar,Dos años,Transferencia,17,100.32,1607.3,2,0,6.0,2020-09-25,Colombia,No
CLI-000774,Bogotá,Básico,Un año,Transferencia,51,109.57,5351.36,0,0,4.8,2021-11-19,Colombia,No
CLI-001309,Cali,Básico,Mes a mes,Tarjeta,30,90.64,2803.24,2,0,5.1,2022-12-16,Colombia,No
CLI-001705,Bogotá,Básico,Mes a mes,Transferencia,66,53.88,3335.42,1,0,7.0,2023-05-02,Colombia,No
CLI-000834,Bogotá,Básico,Mes a mes,Efectivo,11,59.33,638.53,1,1,7.5,2021-08-12,Colombia,No
CLI-001214, bogotá ,Estándar,Mes a mes,Tarjeta,62,82.13,5003.68,1,0,6.9,2022-01-08,Colombia,No
CLI-000896,Medellín,Básico,Un año,Transferencia,44,18.0,791.73,0,0,,2022-04-14,Colombia,No
CLI-002888,Medellín,Estándar,Mes a mes,Efectivo,5,18.0,,4,0,4.0,2020-03-29,Colombia,No
CLI-001316,Bogotá,Premium,Mes a mes,Efectivo,22,135.87,3064.42,2,0,8.5,2023-09-28,Colombia,Sí
CLI-000667,Cali,Estándar,Mes a mes,Tarjeta,36,125.16,4149.23,1,0,9.6,2022-07-10,Colombia,No
CLI-000362,Cali,,Un año,Transferencia,64,89.23,6239.51,1,1,,2022-06-16,Colombia,No
CLI-000880,Barranquilla,Premium,Un año,Débito automático,45,91.1,4039.97,2,1,,2023-03-27,Colombia,No
CLI-002963,Cali,Estándar,Dos años,Débito automático,70,34.46,2457.81,1,0,8.2,2020-03-31,Colombia,No
CLI-001855,Bogotá,Básico,Mes a mes,Efectivo,8,97.19,,0,0,8.8,2022-07-21,Colombia,No
CLI-001321,Cali,Básico,Mes a mes,Tarjeta,9,107.61,959.16,2,0,9.7,2023-10-19,Colombia,No
CLI-000978,Cali,Básico,Un año,Tarjeta,41,76.91,3360.45,0,1,8.5,2020-02-27,Colombia,No
CLI-000037,Medellín,Básico,Mes a mes,Transferencia,61,78.07,4935.96,1,1,8.0,2023-01-12,Colombia,No
CLI-002236,Cali,Básico,Dos años,Efectivo,57,50.26,2795.59,3,0,3.6,2019-06-25,Colombia,No
CLI-002974,Medellín,Básico,Mes a mes,Tarjeta,70,79.45,5576.83,1,1,5.4,2019-02-27,Colombia,No
CLI-002266,Cali,Premium,Un año,Tarjeta,7,104.67,715.68,0,0,4.0,2019-11-03,Colombia,No
CLI-000843,Bogotá,Básico,Dos años,Transferencia,65,18.0,1247.88,1,0,5.1,2019-03-19,Colombia,No
CLI-000413,Barranquilla,Básico,Dos años,Efectivo,20,54.6,1157.55,2,1,5.9,2022-07-27,Colombia,No
CLI-001816,Bucaramanga,Básico,Un año,Débito automático,8,41.7,325.12,0,1,,2021-12-30,Colombia,No
CLI-001507,Bogotá,Básico,Mes a mes,Tarjeta,65,105.25,6529.43,2,1,7.3,2019-08-18,Colombia,No
CLI-002326,Cali,Básico,Un año,Tarjeta,59,39.61,2413.24,0,0,6.8,2020-11-02,Colombia,No
CLI-001197,Bogotá,Básico,Un año,Débito automático,51,76.7,3622.54,1,0,8.1,2021-06-22,Colombia,No
CLI-002579,Bogotá,Premium,Mes a mes,Tarjeta,69,52.67,3688.67,2,0,6.2,2019-09-29,Colombia,Sí
CLI-002942,Bogotá,Básico,Un año,Débito automático,67,58.36,3693.66,1,0,6.2,2021-07-03,Colombia,No
CLI-002418,Bogotá,Estándar,Mes a mes,Efectivo,19,77.99,1468.78,1,1,7.2,2023-11-15,Colombia,No
CLI-002242,Medellín,Estándar,Mes a mes,Efectivo,48,47.71,2092.82,0,1,8.0,2022-04-14,Colombia,No
CLI-000633,Bogotá,Premium,Dos años,Tarjeta,31,73.3,2416.41,1,1,7.8,2019-03-05,Colombia,No
CLI-001372,Cali,Básico,Un año,Transferencia,25,94.52,2420.18,0,0,3.7,2023-09-07,Colombia,No
CLI-001694,Bogotá,Básico,Dos años,Efectivo,29,66.65,1985.17,3,1,6.7,2019-07-07,Colombia,No
CLI-002677,Bogotá,Básico,Un año,Tarjeta,69,104.57,7379.57,2,1,10.0,2023-08-13,Colombia,No
CLI-001459,Bogotá,Básico,Un año,Transferencia,19,44.51,886.24,0,1,6.8,2021-11-13,Colombia,No
CLI-002753,Cali,Premium,Dos años,Débito automático,42,83.85,3540.95,3,1,6.4,2023-02-07,Colombia,No
CLI-001912,Bogotá,Premium,Mes a mes,Tarjeta,64,31.59,1971.5,1,0,6.1,2023-10-19,Colombia,No
CLI-001969,Barranquilla,Premium,Mes a mes,Tarjeta,60,116.93,7064.27,3,0,4.1,2020-01-24,Colombia,No
CLI-001931,Bogotá,Premium,Dos años,Tarjeta,7,43.16,293.59,1,1,,2019-12-03,Colombia,No
CLI-002566,Bogotá,Estándar,Un año,Tarjeta,31,45.88,1343.97,0,0,8.4,2023-08-20,Colombia,No
CLI-000569,Bogotá,,Mes a mes,Efectivo,46,75.14,3274.67,3,0,4.3,2022-03-05,Colombia,Sí
CLI-002389,Bogotá,Básico,Mes a mes,Tarjeta,68,91.66,,1,1,5.8,2020-09-24,Colombia,No
CLI-001304,Medellín,Estándar,Mes a mes,Tarjeta,64,92.23,5997.27,0,1,9.0,2019-10-20,Colombia,No
CLI-000072,Bogotá,Estándar,Mes a mes,Efectivo,14,77.73,986.5,3,1,7.7,2022-02-27,Colombia,Sí
CLI-001294,Barranquilla,Básico,Mes a mes,Transferencia,1,72.85,67.71,1,0,5.8,2019-07-26,Colombia,No
CLI-000673,Bogotá,Básico,Un año,Débito automático,46,60.55,2993.61,2,0,3.4,2022-02-25,Colombia,No
CLI-002333, bogotá ,Básico,Mes a mes,Tarjeta,20,60.63,1172.0,1,1,4.5,2021-03-15,Colombia,No
CLI-001471,Bogotá,Básico,Un año,Débito automático,64,51.35,3537.88,0,1,6.2,2019-06-18,Colombia,No
CLI-000706,Cali,,Mes a mes,Transferencia,41,101.18,3822.62,1,1,2.9,2021-05-03,Colombia,Sí
CLI-001683,Bogotá,Estándar,Mes a mes,Efectivo,3,64.31,191.14,1,0,5.4,2020-12-31,Colombia,No
CLI-000820,Barranquilla,Básico,Mes a mes,Débito automático,71,20.4,1532.31,0,1,5.9,2020-01-03,Colombia,No
CLI-000848,Cali,Estándar,Un año,,4,70.33,307.26,2,1,5.9,2020-02-24,Colombia,No
CLI-002112,Bogotá,Premium,Mes a mes,Transferencia,48,89.62,3994.95,1,0,7.4,2023-05-24,Colombia,No
CLI-000179,Medellín,,Mes a mes,Débito automático,64,70.21,4636.11,3,1,,2021-11-27,Colombia,No
CLI-000503,Medellín,Básico,Dos años,Transferencia,69,63.23,3949.2,1,1,8.2,2021-07-24,Colombia,No
CLI-002890,Cali,Estándar,Mes a mes,Débito automático,14,82.98,1249.07,2,1,8.3,2022-03-10,Colombia,No
CLI-000420,Medellín,Estándar,Mes a mes,Transferencia,36,29.35,1020.35,0,1,7.2,2021-04-10,Colombia,No
CLI-002879,Bogotá,Estándar,Un año,Tarjeta,62,70.73,4427.51,2,0,10.0,2022-12-23,Colombia,No
CLI-002614,Medellín,Premium,Un año,Efectivo,43,105.4,4529.46,3,0,6.3,2023-03-08,Colombia,Sí
CLI-001545,Bogotá,Básico,Dos años,Transferencia,17,63.37,1181.48,2,0,5.4,2019-02-01,Colombia,No
CLI-001781,Cali,Premium,Mes a mes,Efectivo,4,97.84,405.61,0,0,4.9,2023-06-09,Colombia,Sí
CLI-002022,Cali,Básico,Mes a mes,Transferencia,47,92.23,4351.16,2,0,6.1,2019-06-01,Colombia,Sí
CLI-000088,Medellín,Básico,Un año,Tarjeta,23,49.92,1060.99,0,0,,2023-09-17,Colombia,No
CLI-000975,Medellín,Premium,Dos años,Efectivo,11,63.93,723.17,1,1,7.6,2023-06-25,Colombia,No
CLI-000740,Bogotá,Estándar,Mes a mes,Efectivo,64,49.67,3234.28,1,0,6.6,2021-03-28,Colombia,No
CLI-001181,Barranquilla,Premium,Un año,Efectivo,44,84.72,4039.52,2,1,5.7,2020-01-24,Colombia,No
CLI-002713,Bogotá,Premium,Mes a mes,Débito automático,67,71.84,,0,0,6.1,2022-03-30,Colombia,No
CLI-001527,Medellín,Básico,Un año,Débito automático,23,75.26,1713.42,0,1,8.8,2021-06-22,Colombia,No
CLI-000537,Medellín,Premium,Un año,Tarjeta,33,77.6,,0,0,5.7,2019-01-07,Colombia,No
CLI-000515,Medellín,Básico,Un año,Efectivo,69,36.49,2636.62,1,0,7.8,2020-01-14,Colombia,No
CLI-000563,Cali,Estándar,Un año,Transferencia,36,73.25,2616.84,1,0,6.4,2020-11-09,Colombia,No
CLI-001041,Bucaramanga,Premium,Mes a mes,Efectivo,51,83.83,4032.5,2,0,7.8,2023-05-18,Colombia,No
CLI-000993,Bogotá,Estándar,Mes a mes,Efectivo,14,83.53,1257.97,2,0,9.4,2021-12-22,Colombia,No
CLI-002097,Cali,Estándar,Mes a mes,Efectivo,67,64.71,3981.24,0,0,2.6,2021-07-28,Colombia,No
CLI-001610,Cali,Estándar,Mes a mes,Efectivo,9,48.87,444.56,1,0,8.0,2023-08-15,Colombia,No
CLI-001583,Cali,Premium,Mes a mes,Tarjeta,37,47.75,1783.66,3,1,7.0,2023-11-20,Colombia,No
CLI-002927,Medellín,Premium,Mes a mes,Transferencia,44,62.92,3017.97,2,0,6.3,2023-10-01,Colombia,No
CLI-001306,Medellín,Premium,Mes a mes,Transferencia,48,52.65,2544.16,1,1,8.0,2019-01-24,Colombia,No
CLI-001303,Bogotá,Premium,Mes a mes,Débito automático,50,56.66,2972.67,0,1,6.2,2022-04-17,Colombia,No
CLI-000641,Medellín,Básico,Mes a mes,Tarjeta,48,76.42,3797.66,1,0,8.0,2023-07-24,Colombia,No
CLI-002517,Bogotá,Básico,Dos años,Tarjeta,50,77.82,4205.83,2,0,10.0,2022-10-21,Colombia,No
CLI-000721,Barranquilla,Básico,Mes a mes,Transferencia,10,123.03,1265.59,0,1,6.7,2019-05-02,Colombia,Sí
CLI-001650,Medellín,Básico,Dos años,Efectivo,60,49.68,3208.97,1,0,7.5,2019-08-17,Colombia,No
CLI-000956,Bogotá,Premium,Mes a mes,,44,103.92,4533.07,1,0,4.6,2023-03-26,Colombia,No
CLI-002980,Medellín,Premium,Dos años,Efectivo,34,45.94,1551.23,5,1,7.9,2022-10-13,Colombia,No
CLI-002695,Barranquilla,Premium,Mes a mes,Débito automático,67,52.87,3883.78,1,0,9.2,2020-12-15,Colombia,No
CLI-002498,Bucaramanga,Premium,Dos años,Efectivo,64,94.58,6136.48,1,0,,2022-11-20,Colombia,No
CLI-000670,Bogotá,Estándar,Mes a mes,Transferencia,10,96.71,996.37,1,1,5.3,2023-07-01,Colombia,Sí
CLI-000227,Bogotá,Estándar,Dos años,Transferencia,58,56.54,3036.79,2,0,9.3,2023-05-25,Colombia,No
CLI-001158,Cali,Estándar,Mes a mes,Tarjeta,61,93.26,5231.38,0,0,10.0,2021-11-20,Colombia,No
CLI-000770,Bogotá,Básico,Mes a mes,Efectivo,27,76.93,2199.69,2,1,7.0,2020-09-28,Colombia,No
CLI-000401,Bogotá,Estándar,Mes a mes,Transferencia,71,86.39,6519.43,1,1,6.8,2022-05-23,Colombia,No
CLI-000858,Barranquilla,Premium,Mes a mes,Efectivo,5,80.12,432.04,1,0,7.4,2020-08-24,Colombia,Sí
CLI-002913,Medellín,Estándar,Mes a mes,Débito automático,34,41.59,1472.79,0,1,,2019-12-06,Colombia,No
CLI-002255,Barranquilla,Básico,Dos años,Efectivo,21,50.46,1158.55,1,1,8.2,2022-11-23,Colombia,No
CLI-001223,Bogotá,,Mes a mes,Débito automático,69,94.89,6760.82,2,0,6.2,2021-11-14,Colombia,No
CLI-000578,Bogotá,Estándar,Un año,Débito automático,38,94.91,3754.86,4,1,8.3,2019-02-07,Colombia,No
CLI-000430,Medellín,Básico,Mes a mes,Transferencia,51,83.57,4663.92,0,0,7.6,2019-08-08,Colombia,No
CLI-001062,Bogotá,Estándar,Mes a mes,Efectivo,49,114.56,5737.35,0,0,10.0,2019-05-27,Colombia,No
CLI-002785,Bogotá,Premium,Mes a mes,Efectivo,65,75.55,4789.11,1,1,8.0,2021-10-16,Colombia,No
CLI-001348,Bogotá,Básico,Un año,Transferencia,50,22.11,,1,0,7.6,2019-12-02,Colombia,No
CLI-000892,Barranquilla,Estándar,Mes a mes,Transferencia,51,85.54,3954.6,2,0,7.0,2019-12-24,Colombia,Sí
CLI-001037,Bogotá,Estándar,Mes a mes,Débito automático,65,66.95,4413.38,1,1,6.2,2020-05-04,Colombia,Sí
CLI-000562,Cali,Estándar,Un año,Transferencia,4,50.25,198.97,3,0,7.9,2021-11-24,Colombia,No
CLI-000960,Barranquilla,Estándar,Mes a mes,Tarjeta,30,18.0,586.96,1,1,4.3,2019-10-31,Colombia,No
CLI-002398,Bogotá,Premium,Mes a mes,Transferencia,21,70.26,1576.06,2,1,6.8,2023-02-22,Colombia,Sí
CLI-000339,Medellín,Premium,Un año,Tarjeta,15,55.91,859.85,4,0,7.6,2023-08-12,Colombia,No
CLI-000027,Bogotá,Básico,Dos años,Débito automático,29,91.95,2685.93,0,0,7.5,2021-02-10,Colombia,No
CLI-000743,Barranquilla,Estándar,Mes a mes,Débito automático,46,72.27,3591.78,1,1,,2020-09-26,Colombia,No
